latent,homology,features_mean,features_std,cv_pct,mean_pers_mean,mean_pers_std
16d_cosine,H0,84.435,4.3773945349457435,5.184336513229992,0.3705850301629232,0.027731519426208245
16d_cosine,H1,9.695,1.9418622880442997,20.02952334238576,0.0989908696996152,0.028170520265490436
32d_cosine,H0,84.755,3.9270963098879657,4.633468597590663,0.41570513947514015,0.028462463968320258
32d_cosine,H1,3.56,1.5583782318705044,43.77466943456473,0.05122652996881377,0.029547371088554028
64d_cosine,H0,84.415,4.335522897410398,5.135962681289341,0.5159818366208573,0.051241205052435006
64d_cosine,H1,4.47,1.7505490883013717,39.16217199779356,0.04233103970355457,0.019504187368237384
